@relation INMUEBLE_SIN_OUTLIER-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.NumericToNominal-R3-weka.filters.unsupervised.attribute.Remove-R1

@attribute IMP_TASA numeric
@attribute NUM_ASC {0,1}
@attribute NUM_BAN numeric
@attribute NUM_HAB numeric
@attribute NUM_VAL_M2_UTIL numeric
@attribute NUM_VAL_M2_CONST numeric
@attribute TXT_SUB_CATE_ACTI {Piso,Casa,Atico,Adosado,Duplex,Apartamento,Chalet}

@data
245495,1,1,1,59,59,Piso
259500,0,1,1,64,64,Piso
201558,0,1,1,49,49,Piso
250334,1,1,1,60,60,Piso
212763,0,1,1,51,51,Piso
251770,0,1,1,60,60,Piso
229359,0,1,1,56,56,Piso
205758,0,1,1,49,49,Piso
274890,1,1,1,?,64,Piso
209217,1,1,1,50,51,Piso
209871,0,1,1,49,58,Piso
217018,1,1,1,51,51,Piso
256805,0,1,1,?,60,Piso
244039,1,1,1,56,56,Piso
205671,0,1,1,49,49,Piso
280280,0,1,1,64,76,Piso
213401,0,1,1,50,50,Piso
209784,0,1,1,?,49,Piso
?,1,1,2,87,88,Piso
241131,1,1,1,58,58,Piso
?,1,1,2,87,87,Piso
248224,1,1,1,59,59,Piso
82671.04,?,?,?,84.7,97.7,Piso
76159.53,?,?,?,78.55,89.9,Piso
80877.06,?,?,?,83.5,95.45,Piso
81703.91,?,?,?,84.25,96.45,Piso
82678.44,?,?,?,84.7,97.7,Piso
76159.53,?,?,?,78.55,89.9,Piso
80877.06,?,?,?,83.5,95.45,Piso
81703.91,?,?,?,84.25,96.45,Piso
96871.9,?,?,?,84.2,97.71,Piso
89581.94,?,?,?,77.85,89.9,Piso
98135.97,?,?,?,83.1,95.45,Piso
100122.8,?,?,?,85.9,96.45,Piso
90481.89,?,?,?,93.65,106.75,Piso
90607.41,?,?,?,93.45,106.95,Piso
69596.35,?,?,?,70.6,82.35,Piso
253204.68,0,3,4,200.55,233.5,Adosado
261050,0,3,4,186.75,218.85,Adosado
121996.01,?,1,1,113.79,137.18,Duplex
87239.54,?,1,1,84.67,102.19,Duplex
87935.3,?,1,1,78.86,98.86,Duplex
83554.69,?,1,2,59.15,70.65,Piso
79058.91,?,1,2,53.87,66.85,Piso
170462.25,0,2,3,76.27,112,Piso
76177.16,?,1,2,76.98,82.85,Piso
76263.89,?,1,2,77.09,82.97,Piso
81479.16,?,2,3,83.35,89.7,Piso
96585.53,?,2,3,101.33,109.05,Piso
69883.48,?,2,2,71.41,76.85,Piso
55893.09,?,1,2,54.01,58.13,Piso
58139.73,0,1,1,50.96,61.84,Piso
63496.44,?,2,2,63.01,72.6,Piso
66534.83,?,2,3,67.43,77.69,Piso
61620.13,?,1,2,61.79,71.19,Piso
107845.92,?,2,2,63.01,72.6,Piso
45875.77,?,1,1,44.17,50.89,Piso
53025.15,?,1,2,50.91,58.66,Piso
52859.06,?,1,2,51,58.76,Piso
53262.01,?,1,2,51.36,59.17,Piso
47731.48,?,1,1,45.3,52.19,Piso
107220.52,?,1,2,65.49,76.1,Piso
98654.08,0,1,2,52.46,60.96,Piso
108111.4,0,1,2,65.49,76.1,Piso
63312.27,?,2,2,60.75,70.6,Piso
53032.77,?,1,2,50.92,59.17,Piso
53414.15,?,1,2,51,59.27,Piso
52533.3,?,1,2,51,59.27,Piso
53354.87,?,1,2,51.36,59.68,Piso
64131.58,?,1,1,61.88,71.91,Piso
147122.83,0,2,3,84.53,90.96,Piso
128167.39,?,2,3,69.2,74.46,Piso
88107.54,?,2,2,89.88,100.26,Piso
84441.32,?,2,3,84.22,93.95,Piso
80248.8,?,1,2,77.85,86.84,Piso
82731.7,?,1,2,77.97,86.97,Piso
100000,0,3,3,136.24,136.24,Adosado
108869.9,0,3,3,136.24,136.24,Adosado
108869.9,0,3,3,136.24,136.24,Adosado
108869.9,0,3,3,136.24,136.24,Adosado
108869.9,0,3,3,136.24,136.24,Adosado
108869.9,0,3,3,136.24,136.24,Adosado
159518,0,2,3,62,62,Piso
179960,0,2,3,76,76,Piso
163228,0,2,3,65,65,Piso
160288,0,1,3,65,65,Piso
187351,0,1,3,84,84,Piso
266670,0,2,3,97.3,119.1,Duplex
140591.27,0,2,3,92.9,115.6,Duplex
59462.93,1,1,1,42.6,48,Piso
60087.01,1,1,1,42.6,48.5,Piso
244100,?,?,?,55.46,64.67,Piso
275400,?,?,?,67.92,72.96,Piso
216700,?,?,?,51.89,57.42,Piso
?,?,?,?,79.04,90.37,Piso
244100,?,?,?,56.46,64.67,Piso
286800,?,?,?,66.34,75.98,Piso
236900,?,?,?,54.88,62.75,Piso
244100,?,?,?,56.46,64.67,Piso
286800,?,?,?,66.34,75.98,Piso
236900,?,?,?,54.88,62.75,Piso
241100,?,?,?,79.04,90.37,Piso
154951,0,2,2,82.74,82.74,Duplex
114138,?,1,2,70.48,70.48,Piso
82300,0,1,1,49.5,49.5,Piso
122977,0,1,2,78.42,78.42,Piso
100165,0,1,1,62.26,62.26,Piso
108111,0,1,1,69.03,69.03,Piso
123591,0,1,1,77.48,77.48,Piso
88602.8,?,1,2,56.29,66.23,Piso
59780.62,?,1,1,36.2,42.59,Piso
61535.31,?,1,1,37.42,44.03,Piso
62893.78,?,1,1,38.37,45.14,Piso
59780.62,?,1,1,36.2,42.59,Piso
59780.62,?,1,1,36.2,42.59,Piso
61535.31,?,1,1,37.42,44.03,Piso
107020,1,1,2,69.49,85.52,Piso
105310,1,1,2,69.49,85.52,Piso
113732,1,2,2,76.64,95.12,Piso
136057.5,1,2,3,96.2,118.1,Piso
135853.25,1,2,3,95.86,117.91,Piso
122910.25,1,2,3,86.05,105.87,Piso
102971.25,1,2,2,73.92,91.53,Piso
134256,1,2,3,87.08,107.84,Piso
100061.5,1,1,2,70.78,87.01,Piso
99613,1,1,2,70.34,86.62,Piso
99314,1,1,2,70.98,86.36,Piso
105320.95,1,2,2,77.43,97.07,Piso
130392.8,1,2,3,87.24,107.4,Piso
118140,1,2,3,87.24,107.4,Piso
127240,1,2,3,87.24,107.4,Piso
118085,1,2,3,87.01,107.35,Piso
121938.75,1,2,3,87.55,108.39,Piso
106120,1,1,2,64.73,79.9,Piso
103888,1,1,2,62.96,78.04,Piso
102064,1,1,2,62.25,77.47,Piso
104874,1,1,2,62.16,79.27,Piso
121571,1,2,2,74.98,95.72,Piso
122538,1,2,2,76.25,93.99,Piso
121888,1,2,2,76.25,93.99,Piso
121444,1,2,2,76.01,93.62,Piso
133636,1,2,2,84.32,103.78,Piso
128362.25,1,2,3,90.49,116.49,Piso
112837,1,2,2,82.21,95.3,Piso
130896.5,1,2,3,95.23,116.13,Piso
121709,1,2,3,87.04,107.38,Piso
150212.75,1,2,3,114.52,140.55,Piso
138959.1,0,2,3,120.15,143.85,Adosado
134090.46,0,2,3,117.53,138.81,Adosado
98899,0,2,3,113.91,136.5,Adosado
97748,0,2,3,113.91,136.5,Adosado
96040,0,2,3,113.91,136.5,Adosado
100110,0,2,3,113.91,136.5,Adosado
100279,0,2,3,113.91,136.5,Adosado
88977.53,0,2,3,113.91,136.5,Adosado
88977.53,0,2,3,113.91,136.5,Adosado
131859,0,2,3,113.91,136.5,Adosado
88977.53,0,2,3,113.91,136,Adosado
88977.53,0,2,3,113.91,136.5,Adosado
131859,0,2,3,113.91,136.5,Adosado
131859,0,2,3,113.91,136.5,Adosado
88977.53,0,2,3,113.91,136.5,Adosado
99895,0,2,3,113.91,136.5,Adosado
99755,0,2,3,113.91,136.5,Adosado
168117,0,2,2,?,110.54,Atico
168117,0,2,2,?,110.54,Atico
116253.58,1,1,1,?,85.86,Atico
168182,1,1,2,?,145.66,Atico
130808.96,1,1,2,?,103.43,Atico
130808.96,1,1,2,?,103.43,Atico
117786.82,1,1,2,?,87.32,Atico
118918.15,1,1,2,?,88.78,Atico
118918.15,1,1,2,?,88.78,Atico
118918.15,1,1,2,?,88.78,Atico
118918.15,1,1,2,?,88.78,Atico
102629,1,1,1,?,61.59,Atico
196743.88,1,1,2,?,174.57,Atico
107026,1,1,1,?,65.25,Atico
109317.88,1,1,1,?,74.28,Atico
111340.93,1,1,2,?,94.97,Piso
136220,0,2,2,?,95.38,Piso
107388.66,1,1,2,?,88.53,Piso
111340.93,1,1,2,?,94.97,Piso
158113,1,2,3,?,106.2,Piso
100055.13,1,1,1,?,73.61,Piso
163602,1,1,2,?,104.65,Piso
122219.69,1,1,2,?,104.65,Piso
116726.54,1,1,2,?,97.35,Piso
116726.54,1,1,2,?,97.35,Piso
121184.75,1,1,2,?,97.34,Piso
87265.33,1,1,1,?,55.16,Piso
116200.41,1,1,2,?,99.73,Piso
116200.41,1,1,2,94.59,99.73,Piso
116200.41,1,1,2,94.59,99.73,Piso
107637.4,1,1,2,?,88.67,Piso
124016.58,1,2,3,104.65,110.95,Piso
84500.38,1,1,1,?,55.76,Piso
81696.83,1,1,1,?,53.91,Piso
130636.24,1,1,2,?,118.73,Piso
93764.1,1,1,1,?,60.55,Piso
93764.1,1,1,1,?,60.55,Piso
148674,1,1,2,?,91.98,Piso
148674,1,1,2,?,91.98,Piso
136060.37,1,2,3,?,115.8,Piso
102752.28,1,1,1,?,67.83,Atico
49383.06,?,?,?,49.1,69.28,Piso
44650.04,?,?,?,46.09,62.64,Piso
49383.06,?,?,?,49.01,69.28,Piso
44650.04,?,?,?,46.09,69.28,Piso
44813.99,?,?,?,45.87,62.87,Piso
49383.06,?,?,?,49.01,69.28,Piso
44650.04,?,?,?,49.01,69.28,Piso
89775.25,?,?,?,127,127,Piso
75637.41,?,?,?,107,107,Piso
75637.41,?,?,?,107,107,Piso
75637.41,?,?,?,107,107,Piso
75637.41,?,?,?,107,107,Piso
75637.41,?,?,?,107,107,Piso
75637.41,?,?,?,107,107,Piso
75637.41,?,?,?,107,107,Piso
75637.41,?,?,?,107,107,Piso
75637.41,?,?,?,107,107,Piso
89775.25,?,?,?,127,127,Piso
26138.19,?,?,?,128,128,Piso
21849.9,?,?,?,107,107,Piso
21849.9,?,?,?,107,107,Piso
21849.9,?,?,?,107,107,Piso
21849.9,?,?,?,107,107,Piso
21849.9,?,?,?,107,107,Piso
21849.9,?,?,?,107,107,Piso
21849.9,?,?,?,107,107,Piso
151854.92,1,2,3,77.47,88.32,Piso
26138.19,?,?,?,128,128,Piso
21849.9,?,?,?,107,107,Piso
21849.9,?,?,?,107,107,Piso
21849.9,?,?,?,107,107,Piso
21849.9,?,?,?,107,107,Piso
21849.9,?,?,?,107,107,Piso
21849.9,?,?,?,107,107,Piso
21849.9,?,?,?,107,107,Piso
122683.45,?,?,?,129.65,129.65,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
122683.45,?,?,?,129.65,129.65,Piso
21768.21,?,?,?,106.6,106.6,Piso
82800,0,1,1,?,54,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21768.21,?,?,?,106.6,106.6,Piso
21829.47,?,?,?,106.9,106.9,Piso
21829.47,?,?,?,106.9,106.9,Piso
21829.47,?,?,?,106.9,106.9,Piso
21829.47,?,?,?,106.9,106.9,Piso
21829.47,?,?,?,106.9,106.9,Piso
21829.47,?,?,?,106.9,106.9,Piso
21829.47,?,?,?,106.9,106.9,Piso
21829.47,?,?,?,106.9,106.9,Piso
21829.47,?,?,?,106.9,106.9,Piso
21829.47,?,?,?,106.9,106.9,Piso
21829.47,?,?,?,106.9,106.9,Piso
21829.47,?,?,?,106.9,106.9,Piso
21829.47,?,?,?,106.9,106.9,Piso
104545.67,?,2,3,?,100.58,Adosado
21890.74,?,?,?,107.2,107.2,Piso
21890.74,?,?,?,107.2,107.2,Piso
21890.74,?,?,?,107.2,107.2,Piso
21890.74,?,?,?,107.2,107.2,Piso
21890.74,?,?,?,107.2,107.2,Piso
21890.74,?,?,?,107.2,107.2,Piso
21890.74,?,?,?,107.2,107.2,Piso
21890.74,?,?,?,107.2,107.2,Piso
21890.74,?,?,?,107.2,107.2,Piso
21890.74,?,?,?,107.2,107.2,Piso
21890.74,?,?,?,107.2,107.2,Piso
21890.74,?,?,?,107.2,107.2,Piso
21890.74,?,?,?,107.2,107.2,Piso
121122.11,?,?,?,128,128,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
119750.03,?,?,?,126.55,126.55,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
100919.32,?,?,?,106.65,106.65,Piso
100919.32,?,?,?,106.65,106.65,Piso
100919.32,?,?,?,106.65,106.65,Piso
100919.32,?,?,?,106.65,106.65,Piso
100919.32,?,?,?,106.65,106.65,Piso
100919.32,?,?,?,106.65,106.65,Piso
100919.32,?,?,?,106.65,106.65,Piso
100919.32,?,?,?,106.65,106.65,Piso
100919.32,?,?,?,106.65,106.65,Piso
100919.32,?,?,?,106.65,106.65,Piso
100919.32,?,?,?,106.65,106.65,Piso
100919.32,?,?,?,106.65,106.65,Piso
100919.32,?,?,?,106.65,106.65,Piso
100919.32,?,?,?,106.65,106.65,Piso
100919.32,?,?,?,106.65,106.65,Piso
100919.32,?,?,?,106.65,106.65,Piso
120743.61,?,?,?,127.6,127.6,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
120412.41,?,?,?,127.25,127.25,Piso
102887.56,?,?,?,108.73,108.73,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
101250.52,?,?,?,107,107,Piso
123487.78,?,?,?,130.5,130.5,Piso
134288,?,?,?,?,?,Piso
123097,?,?,?,?,?,Piso
134288,?,?,?,?,?,Piso
123097,?,?,?,?,?,Piso
85635,?,?,?,?,?,Piso
212669.8,?,?,?,128.78,159.93,Chalet
206604.27,?,?,?,123.26,153.84,Chalet
212116.69,?,?,?,123.54,155.02,Chalet
204205.9,0,2,3,162.92,162.92,Adosado
124149.72,0,2,3,138.37,138.37,Adosado
125836.51,0,2,3,140.25,140.25,Adosado
124149.72,0,2,3,138.37,138.37,Adosado
124149.72,0,2,3,138.37,138.37,Adosado
124149.72,0,2,3,138.37,138.37,Adosado
150094.24,0,2,2,108.39,108.39,Duplex
208614.02,0,2,4,148.22,148.22,Duplex
62962.74,0,1,1,69.1,69.1,Piso
98018.66,0,1,1,69.09,69.09,Piso
58890.09,0,1,1,64.6,64.6,Piso
87639.19,?,1,2,53.35,76.49,Piso
68218.55,?,1,2,44.5,59.54,Piso
119225.95,0,1,3,105.55,153.05,Casa
84041.51,?,1,2,53.35,73.35,Piso
83663.39,?,1,2,54.85,73.02,Piso
69284.11,?,1,2,46.95,60.47,Piso
35633.13,?,1,1,23.6,31.1,Piso
178296.81,0,3,5,107.77,129.99,Casa
200775.99,0,1,2,127.32,147.22,Casa
150749.36,0,1,2,95.06,114.41,Casa
172007.88,0,1,2,106.03,122.07,Casa
130142.35,0,1,1,49.65,75.01,Apartamento
90533.1,0,1,1,41.29,45.38,Apartamento
125317.9,0,1,1,49.65,70.01,Apartamento
130142.35,0,1,1,49.65,75.01,Apartamento
90533.1,0,1,1,41.29,45.38,Apartamento
125317.9,0,1,1,49.65,70.01,Apartamento
126913.23,0,1,3,100.57,132.82,Duplex
126980.29,0,1,3,113.42,139.1,Duplex
132147.96,0,1,2,51.53,64,Piso
127406.01,0,2,3,109.94,135.76,Duplex
129544.51,0,2,3,117.95,147.42,Duplex
142022.32,0,2,4,88.11,107.57,Duplex
132569.63,1,1,3,87.44,99.58,Piso
72416.3,1,1,3,81.37,94.58,Piso
59613.25,1,1,1,53,63,Piso
88450,1,1,2,72,85,Piso
69634,1,1,1,50,58,Piso
104958,0,2,2,86,101,Piso
52426.15,1,1,1,44,52,Piso
77072.58,1,1,2,68,80,Piso
75448,0,1,2,61,72,Piso
89394.06,1,1,2,86,101,Piso
88719,0,1,2,69,82,Piso
85590,1,1,2,71,84,Piso
61217.37,1,1,1,51,60,Piso
113361,1,1,2,75,89,Piso
78619,0,1,1,20,24,Piso
155232,0,2,3,91.2,107.95,Piso
199208.99,0,?,?,?,?,Piso
199208.99,0,?,?,?,?,Piso
148017.03,0,?,?,?,?,Piso
199208.99,0,?,?,?,?,Piso
199208.99,0,?,?,?,?,Piso
199150,0,?,?,?,?,Piso
197242,0,?,?,?,?,Piso
199150,0,?,?,?,?,Piso
197242,1,2,3,?,110,Piso
70079.8,1,1,1,?,44,Piso
124511.91,1,1,2,?,61,Piso
194114,0,?,?,?,?,Piso
89544.18,1,1,1,?,59,Piso
140048.65,1,2,2,?,120,Piso
126505.64,0,1,2,?,?,Apartamento
129811.09,0,1,2,?,?,Apartamento
64770,0,1,?,?,?,Apartamento
60050,1,1,2,?,70.75,Apartamento
248496.36,0,2,2,?,?,Piso
198080.99,0,2,2,?,?,Apartamento
202483.45,0,2,2,?,?,Apartamento
189680.35,0,2,2,?,?,Apartamento
212489.25,0,2,2,?,?,Apartamento
213758.36,0,2,2,?,?,Apartamento
186700.15,0,2,2,?,?,Apartamento
216221.28,0,2,?,?,120.91,Apartamento
283624.44,0,2,?,?,?,Apartamento
217410.94,0,2,2,?,?,Apartamento
212489.25,0,2,2,?,?,Apartamento
255971.26,0,2,?,?,?,Apartamento
213758.36,0,2,2,?,?,Apartamento
291112.28,0,2,?,?,?,Apartamento
283624.44,0,2,?,?,?,Apartamento
189680.35,0,2,2,?,?,Apartamento
290908.97,0,2,?,?,?,Apartamento
283624.44,0,2,?,?,?,Apartamento
280299.1,0,2,2,?,?,Apartamento
71936,0,?,?,55.25,65.23,Piso
68761,1,?,?,51.27,60.48,Piso
67445.69,1,1,2,51.92,61.18,Piso
70804.84,1,1,2,51.27,60.48,Piso
68836.32,1,1,2,51.92,61.18,Piso
248781.36,0,2,2,?,?,Piso
82825,0,?,?,51.92,61.58,Piso
274485.51,0,1,1,83.55,98.4,Piso
?,0,1,4,101.86,112.05,Piso
?,0,2,4,?,?,Piso
273597.21,0,1,?,102.38,112.62,Piso
?,0,1,3,104.94,123.45,Piso
?,0,2,?,?,?,Piso
282117.62,0,1,3,90.64,106.43,Piso
263078.36,0,1,3,94.78,111.17,Piso
?,0,1,?,101.23,119.08,Piso
?,0,2,?,?,?,Piso
?,0,2,1,129.57,142.53,Piso
117688.76,0,1,2,42.06,49.54,Piso
20977.18,0,2,4,96.68,106.35,Piso
?,0,1,?,99.57,117.01,Piso
?,0,1,4,87.5,103.06,Piso
?,0,2,5,103.54,113.9,Piso
14521.31,0,2,4,94.17,103.59,Piso
248810.36,0,2,2,?,?,Piso
109322.74,0,2,2,61.25,70.33,Piso
211542.43,0,3,4,?,191.15,Atico
200847.5,0,3,4,157.99,186.15,Atico
207371.24,0,3,4,140.5,160.07,Atico
87531,0,2,2,78.16,123.5,Atico
111747,0,2,3,114,142.25,Piso
110678,0,2,3,114,141,Piso
251329.34,0,2,2,?,?,Piso
97680.04,?,3,3,102.79,117.18,Piso
104525.69,?,3,3,102.79,117.18,Piso
100417.36,?,3,3,102.79,117.18,Piso
123689.21,?,?,?,147.24,147.24,Piso
?,0,2,3,?,?,Piso
253704.34,0,2,2,?,?,Piso
106498.02,0,2,3,72.5,99.18,Piso
126234.1,0,2,3,72.5,99.09,Piso
124421.46,0,2,3,78.22,103.56,Piso
262093.13,0,2,2,?,?,Piso
128179.21,0,3,3,80.3,105.97,Piso
73231.27,1,2,3,74.72,101.44,Piso
134881.67,0,2,3,78.94,105.66,Piso
89766.66,1,2,3,87.59,116.13,Piso
142403.89,1,2,3,82.94,115.54,Piso
85161.33,1,2,3,81.3,108.46,Piso
110392.84,0,2,3,78.22,105.29,Piso
121515.37,1,2,3,74.72,101.42,Piso
71479.88,1,4,?,80.48,109.29,Piso
81081.26,1,2,3,78.34,103.82,Piso
136485.79,0,2,3,80.91,107.58,Piso
86061.12,1,2,3,80.03,108.17,Piso
117574.49,0,2,3,78.22,105.39,Piso
68988.63,1,2,3,78,105.59,Piso
132026.74,0,2,3,80.48,109.81,Piso
130383.85,1,2,3,74.72,101.36,Piso
76350.45,1,2,3,78.27,105.49,Piso
71376,?,?,?,?,?,Piso
93901,?,?,?,?,?,Piso
87477,?,?,?,?,?,Piso
89395,?,?,?,?,?,Piso
99264,?,?,?,?,?,Piso
93715,?,?,?,?,?,Piso
?,0,4,4,?,?,Piso
91487,?,?,?,?,?,Piso
99406,?,?,?,?,?,Piso
94452,?,?,?,?,?,Piso
94930,?,?,?,?,?,Piso
99241,?,?,?,?,?,Piso
84751,?,?,?,?,?,Piso
97749,?,?,?,?,?,Piso
99939,?,?,?,?,?,Piso
97220,?,?,?,?,?,Piso
99237,?,?,?,?,?,Piso
104301,?,?,?,?,?,Piso
103575,?,?,?,?,?,Piso
77719,0,?,?,?,?,Piso
99887,0,?,?,?,?,Piso
44870,0,1,1,34.38,38.71,Piso
102790,1,2,3,82.39,96.64,Piso
44870,0,1,1,34.38,38.71,Piso
108666,1,2,4,98.4,115.08,Piso
102790,0,2,3,82.39,96.64,Piso
44870,0,1,1,34.38,38.71,Piso
141484.5,1,2,4,99.1,116.15,Piso
245361.36,0,2,2,?,?,Piso
124855.5,0,2,3,83.19,97.6,Piso
248943.36,0,2,2,?,?,Piso
156890.46,?,1,2,87.02,92.14,Casa
64180.2,0,?,?,57.3,82.8,Piso
97103.89,0,?,?,97.7,134.93,Piso
74954.73,0,?,?,79.28,103.77,Piso
76532.85,0,?,?,79.43,103.81,Piso
72869.24,0,?,?,72.17,98.36,Piso
64401.8,0,?,?,59.33,85.19,Piso
96780.07,0,?,?,98.7,134.93,Piso
75988.93,0,?,?,79.28,103.77,Piso
75712.02,0,?,?,79.43,103.81,Piso
72058.45,0,?,?,72.17,98.36,Piso
62885.64,0,?,?,59.33,85.19,Piso
97222.7,0,?,?,98.7,134.93,Piso
78243.09,0,?,?,79.28,103.77,Piso
76545.4,0,?,?,79.43,103.81,Piso
72387.28,0,?,?,72.17,98.36,Piso
63279.74,0,?,?,24.58,85.19,Piso
101461.6,0,?,?,98.7,134.93,Piso
76518.58,0,?,?,79.28,103.77,Piso
98951.48,1,1,3,?,109,Piso
76615.69,0,?,?,79.43,103.81,Piso
73230.71,0,?,?,72.17,98.36,Piso
73236.97,0,?,?,72.7,98.77,Piso
75996.95,0,?,?,69.42,104.25,Piso
76806.02,0,?,?,79.28,104.21,Piso
99399.58,0,?,?,98.77,135.46,Piso
86622.52,0,?,?,85.49,119.31,Piso
77493.95,0,?,?,79.34,104.36,Piso
76885.45,0,?,?,79.58,105.83,Piso
73159.15,0,?,?,72.7,98.77,Piso
76564.88,0,?,?,69.42,104.25,Piso
76401.88,0,?,?,79.28,104.21,Piso
100222.93,0,?,?,98.77,135.46,Piso
88527.76,0,?,?,85.49,119.31,Piso
77493.97,0,?,?,79.58,105.83,Piso
77384.98,0,?,?,25.65,105.83,Piso
72333.3,0,?,?,72.7,98.77,Piso
76521.58,0,?,?,79.28,104.25,Piso
76278.88,0,?,?,79.28,104.21,Piso
98920.6,0,?,?,98.77,135.46,Piso
138780.16,0,1,2,59.86,66.96,Piso
87624.09,0,?,?,85.49,119.31,Piso
77436.24,0,?,?,29.78,104.36,Piso
76855.33,0,?,?,23.54,105.83,Piso
73166.68,0,?,?,27.7,98.77,Piso
76850.42,0,?,?,69.42,104.25,Piso
76186,0,?,?,79.28,104.21,Piso
99487.44,0,?,?,98.77,135.46,Piso
89411.35,0,?,?,85.49,119.31,Piso
77996.01,0,?,?,79.34,104.36,Piso
77462.8,0,?,?,79.58,105.83,Piso
129389.5,1,2,6,?,124.95,Duplex
137988,1,2,6,?,131.94,Duplex
137864.67,1,2,6,?,131.94,Duplex
130939.34,1,2,6,?,124.95,Duplex
144214.36,1,?,?,?,?,Piso
161147.65,1,?,?,?,?,Piso
142459.23,1,?,?,?,?,Piso
142594.2,1,?,?,?,?,Piso
211534.57,0,2,3,?,194.12,Duplex
203566.37,0,2,3,?,194.12,Duplex
209233.77,0,?,?,?,197.52,Duplex
268418.97,0,?,?,?,?,Duplex
163535.05,0,2,3,?,152.02,Piso
170499.2,0,?,?,?,?,Piso
132396.26,0,?,?,?,?,Piso
132396.26,0,?,?,?,?,Piso
162995.94,0,?,?,?,?,Piso
162995.94,0,?,?,?,?,Piso
132396.26,0,?,?,?,?,Piso
132396.26,0,?,?,?,?,Piso
124119.52,0,?,?,?,?,Piso
145493.19,0,?,?,?,?,Piso
145493.19,0,?,?,?,?,Piso
144414.31,0,?,?,?,?,Piso
250780.6,1,2,3,96.6,121.35,Piso
142981.11,0,?,?,?,?,Piso
176566.8,0,?,?,?,?,Piso
176039.97,0,?,?,?,?,Piso
142981.11,0,?,?,?,?,Piso
144431.54,0,?,?,?,?,Piso
175071.99,0,?,?,?,?,Piso
134712.15,0,?,?,?,?,Piso
175071.99,0,?,?,?,?,Piso
177559.31,0,?,?,?,?,Piso
176566.8,0,?,?,?,?,Piso
174116.25,1,2,2,71.98,89.67,Piso
176039.97,0,?,?,?,?,Piso
142981.11,0,?,?,?,?,Piso
144431.54,0,?,?,?,?,Piso
